employeeid,fullname,department,jobtitle,email,gender,hiredate,terminationdate,salary,managerid,performancerating,status,hire_year,hire_month,hire_quarter,termination_year,termination_month,termination_quarter,tenure_days,tenure_years,tenure_band,performance_category,department_size,manager_span_of_control,is_active,is_terminated,has_manager,has_performance_rating,dept_avg_salary,job_avg_salary,salary_vs_dept_avg,salary_vs_job_avg,seniority_level,tenure_at_termination,early_attrition,salary_band
PNR-1972,Chris Brown,Research & Development,Research Lead,employee.1972@pnrao.com,Female,2023-11-25,,114888.0,PNR-2169,5.0,Active,2023,11,4,,,,704,1.93,1-3 years,Excellent,98,4,1,0,1,1,85614.79,109962.86,34.19,4.48,Junior,,0,100K-150K
PNR-1975,Mary Williams,Sales,Regional Sales Manager,employee.1975@pnrao.com,Non-Binary,2020-10-07,,146469.5,,2.0,Active,2020,10,4,,,,1848,5.06,5-10 years,Below Average,104,18,1,0,1,1,121525.81,145982.17,20.53,0.33,Senior,,0,100K-150K
PNR-1976,Priya Williams,Marketing,Marketing Coordinator,employee.1976@pnrao.com,Male,2023-03-01,,81294.0,PNR-1682,5.0,Active,2023,3,1,,,,973,2.66,1-3 years,Excellent,95,1,1,0,1,1,93037.96,72400.67,-12.62,12.28,Mid-Level,,0,80K-100K
PNR-1978,Olivia Patel,Quality Control,Qc Manager,employee.1978@pnrao.com,Male,2023-12-13,,151625.0,,4.0,Active,2023,12,4,,,,686,1.88,1-3 years,Good,108,0,1,0,0,1,109570.66,151465.96,38.38,0.11,Junior,,0,150K+
PNR-1980,Saanvi Kumar,Logistics,Warehouse Associate,employee.1980@pnrao.com,Female,2019-07-24,,56032.0,PNR-2505,5.0,Active,2019,7,3,,,,2289,6.27,5-10 years,Excellent,111,2,1,0,1,1,70560.61,69795.08,-20.59,-19.72,Senior,,0,<60K
PNR-1984,Chris Kumar,Sales,Account Manager,employee.1984@pnrao.com,Non-Binary,2024-09-17,,160927.0,,5.0,Active,2024,9,3,,,,407,1.11,1-3 years,Excellent,104,0,1,0,0,1,121525.81,151582.0,32.42,6.16,Junior,,0,150K+
PNR-1988,Aditya Smith,Logistics,Warehouse Associate,aditya.smith@company.com,Male,2018-12-30,,75579.0,PNR-2952,5.0,Active,2018,12,4,,,,2495,6.83,5-10 years,Excellent,111,3,1,0,1,1,70560.61,69795.08,7.11,8.29,Senior,,0,60K-80K
PNR-1989,John Taylor,Finance,Financial Analyst,employee.1989@pnrao.com,Female,2023-11-27,,68065.0,PNR-2319,2.0,Active,2023,11,4,,,,702,1.92,1-3 years,Below Average,87,1,1,0,1,1,69535.21,70138.18,-2.11,-2.96,Junior,,0,60K-80K
PNR-1990,Michael Jones,Sales,Regional Sales Manager,employee.1990@pnrao.com,Male,2025-07-10,,151099.0,,5.0,Active,2025,7,3,,,,111,0.3,0-1 years,Excellent,104,0,1,0,0,1,121525.81,145982.17,24.33,3.51,Junior,,0,150K+
PNR-1992,Sarah Sharma,Human Resources,Recruiter,employee.1992@pnrao.com,Female,2023-01-24,,80689.0,PNR-1318,3.0,Active,2023,1,1,,,,1009,2.76,1-3 years,Average,106,2,1,0,1,1,68801.09,69157.24,17.28,16.67,Mid-Level,,0,80K-100K
PNR-1994,Emma Wilson,Research & Development,Research Lead,employee.1994@pnrao.com,Female,2020-02-10,,128452.0,PNR-1320,2.0,Active,2020,2,1,,,,2088,5.72,5-10 years,Below Average,98,2,1,0,1,1,85614.79,109962.86,50.03,16.81,Senior,,0,100K-150K
PNR-1995,David Singh,Research & Development,Scientist,employee.1995@pnrao.com,Non-Binary,2019-08-10,,59575.0,PNR-1647,5.0,Active,2019,8,3,,,,2272,6.22,5-10 years,Excellent,98,2,1,0,1,1,85614.79,72557.95,-30.42,-17.89,Senior,,0,<60K
PNR-2000,John Williams,Research & Development,Research Lead,john.williams@company.com,Male,2024-05-06,,121884.0,PNR-2211,5.0,Active,2024,5,2,,,,541,1.48,1-3 years,Excellent,98,3,1,0,1,1,85614.79,109962.86,42.36,10.84,Junior,,0,100K-150K
PNR-2001,Emma Kumar,Logistics,Warehouse Associate,employee.2001@pnrao.com,Female,2022-09-05,,79572.0,PNR-1929,2.0,Active,2022,9,3,,,,1150,3.15,3-5 years,Below Average,111,2,1,0,1,1,70560.61,69795.08,12.77,14.01,Mid-Level,,0,60K-80K
PNR-2004,John Smith,Logistics,Logistics Coordinator,employee.2004@pnrao.com,Unknown,2021-08-13,,74571.0,PNR-2143,,Active,2021,8,3,,,,1538,4.21,3-5 years,,111,1,1,0,1,0,70560.61,71165.63,5.68,4.79,Mid-Level,,0,60K-80K
PNR-2005,Aditya Sharma,Production,Production Worker,employee.2005@pnrao.com,Female,2021-11-01,,73261.0,PNR-1149,2.0,Active,2021,11,4,,,,1458,3.99,3-5 years,Below Average,112,1,1,0,1,1,102837.83,72077.59,-28.76,1.64,Mid-Level,,0,60K-80K
PNR-2009,John Williams,Research & Development,Scientist,employee.2009@pnrao.com,Non-Binary,2023-01-27,,78930.0,PNR-2359,2.0,Active,2023,1,1,,,,1006,2.75,1-3 years,Below Average,98,2,1,0,1,1,85614.79,72557.95,-7.81,8.78,Mid-Level,,0,60K-80K
PNR-2010,Priya Kumar,Production,Operations Manager,employee.2010@pnrao.com,Non-Binary,2018-01-24,,168592.0,,3.0,Active,2018,1,1,,,,2835,7.76,5-10 years,Average,112,0,1,0,0,1,102837.83,152476.11,63.94,10.57,Senior,,0,150K+
PNR-2015,Emma Brown,Sales,Regional Sales Manager,employee.2015@pnrao.com,Non-Binary,2022-03-22,,146789.0,,5.0,Active,2022,3,1,,,,1317,3.61,3-5 years,Excellent,104,0,1,0,0,1,121525.81,145982.17,20.79,0.55,Mid-Level,,0,100K-150K
PNR-2017,Sarah Williams,Human Resources,Recruiter,employee.2017@pnrao.com,Male,2023-07-10,,57869.0,PNR-1267,2.0,Active,2023,7,3,,,,842,2.31,1-3 years,Below Average,106,1,1,0,1,1,68801.09,69157.24,-15.89,-16.32,Mid-Level,,0,<60K
PNR-2018,Olivia Brown,It Support,It Manager,employee.2018@pnrao.com,Male,2018-10-27,,130914.0,,2.0,Active,2018,10,4,,,,2559,7.01,5-10 years,Below Average,98,0,1,0,0,1,96490.2,145851.08,35.68,-10.24,Senior,,0,100K-150K
PNR-2020,Michael Singh,Production,Operations Manager,employee.2020@pnrao.com,Male,2021-09-07,2022-06-10,150627.0,,4.0,Terminated,2021,9,3,2022.0,6.0,2.0,276,0.76,0-1 years,Good,112,0,0,1,0,1,102837.83,152476.11,46.47,-1.21,Junior,0.75564681724846,1,150K+
PNR-2022,Anika Taylor,Production,Production Worker,employee.2022@pnrao.com,Non-Binary,2019-07-20,,69358.0,PNR-2078,2.0,Active,2019,7,3,,,,2293,6.28,5-10 years,Below Average,112,4,1,0,1,1,102837.83,72077.59,-32.56,-3.77,Senior,,0,60K-80K
PNR-2026,Chris Wilson,Human Resources,Hr Coordinator,employee.2026@pnrao.com,Male,2022-02-21,,71491.0,PNR-1895,4.0,Active,2022,2,1,,,,1346,3.69,3-5 years,Good,106,2,1,0,1,1,68801.09,68340.05,3.91,4.61,Mid-Level,,0,60K-80K
PNR-2027,John Singh,Quality Control,Qc Inspector,employee.2027@pnrao.com,Male,2024-03-08,,75276.0,PNR-1056,4.0,Active,2024,3,1,,,,600,1.64,1-3 years,Good,108,3,1,0,1,1,109570.66,70667.88,-31.3,6.52,Junior,,0,60K-80K
PNR-2033,Aarav Patel,Quality Control,Qc Manager,employee.2033@pnrao.com,Female,2019-04-04,,170002.0,,2.0,Active,2019,4,2,,,,2400,6.57,5-10 years,Below Average,108,0,1,0,0,1,109570.66,151465.96,55.15,12.24,Senior,,0,150K+
PNR-2038,David Patel,Production,Line Supervisor,employee.2038@pnrao.com,Unknown,2019-06-21,,79029.0,,5.0,Active,2019,6,2,,,,2322,6.36,5-10 years,Excellent,112,0,1,0,0,1,102837.83,69824.22,-23.15,13.18,Senior,,0,60K-80K
PNR-2040,John Sharma,Research & Development,Research Lead,employee.2040@pnrao.com,Male,2021-07-21,,110895.0,PNR-1779,5.0,Active,2021,7,3,,,,1561,4.27,3-5 years,Excellent,98,2,1,0,1,1,85614.79,109962.86,29.53,0.85,Mid-Level,,0,100K-150K
PNR-2043,Sarah Sharma,Logistics,Warehouse Associate,employee.2043@pnrao.com,Female,2022-02-27,,56359.0,PNR-2331,,Active,2022,2,1,,,,1340,3.67,3-5 years,,111,3,1,0,1,0,70560.61,69795.08,-20.13,-19.25,Mid-Level,,0,<60K
PNR-2045,David Wilson,Research & Development,Research Lead,employee.2045@pnrao.com,Male,2024-02-28,,114490.0,,2.0,Active,2024,2,1,,,,609,1.67,1-3 years,Below Average,98,0,1,0,0,1,85614.79,109962.86,33.73,4.12,Junior,,0,100K-150K
PNR-2047,John Kumar,Sales,Regional Sales Manager,employee.2047@pnrao.com,Male,2021-11-07,2023-10-05,159774.0,,2.0,Terminated,2021,11,4,2023.0,10.0,4.0,697,1.91,1-3 years,Below Average,104,0,0,1,0,1,121525.81,145982.17,31.47,9.45,Junior,1.9082819986310746,0,150K+
PNR-2048,Emma Kumar,Marketing,Digital Marketer,employee.2048@pnrao.com,Male,2022-12-28,,64183.0,PNR-1292,5.0,Active,2022,12,4,,,,1036,2.84,1-3 years,Excellent,95,1,1,0,1,1,93037.96,67941.78,-31.01,-5.53,Mid-Level,,0,60K-80K
PNR-2049,Aarav Singh,It Support,It Technician,employee.2049@pnrao.com,Male,2021-02-28,,69426.0,PNR-1952,2.0,Active,2021,2,1,,,,1704,4.67,3-5 years,Below Average,98,1,1,0,1,1,96490.2,71783.83,-28.05,-3.28,Mid-Level,,0,60K-80K
PNR-2057,David Taylor,Human Resources,Recruiter,employee.2057@pnrao.com,Male,2024-06-02,,81898.0,PNR-2078,3.0,Active,2024,6,2,,,,514,1.41,1-3 years,Average,106,4,1,0,1,1,68801.09,69157.24,19.04,18.42,Junior,,0,80K-100K
PNR-2061,Michael Williams,Sales,Account Manager,employee.2061@pnrao.com,Non-Binary,2019-08-16,,136474.0,,3.0,Active,2019,8,3,,,,2266,6.2,5-10 years,Average,104,0,1,0,0,1,121525.81,151582.0,12.3,-9.97,Senior,,0,100K-150K
PNR-2065,Mary Patel,Marketing,Marketing Manager,employee.2065@pnrao.com,Female,2021-04-27,,125575.0,,3.0,Active,2021,4,2,,,,1646,4.51,3-5 years,Average,95,0,1,0,0,1,93037.96,150297.96,34.97,-16.45,Mid-Level,,0,100K-150K
PNR-2066,Mary Sharma,Quality Control,Qc Manager,employee.2066@pnrao.com,Male,2025-01-18,,168822.0,,5.0,Active,2025,1,1,,,,284,0.78,0-1 years,Excellent,108,0,1,0,0,1,109570.66,151465.96,54.08,11.46,Junior,,0,150K+
PNR-2071,Michael Taylor,Human Resources,Hr Coordinator,employee.2071@pnrao.com,Female,2018-10-20,,72301.0,PNR-1519,4.0,Active,2018,10,4,,,,2566,7.03,5-10 years,Good,106,5,1,0,1,1,68801.09,68340.05,5.09,5.8,Senior,,0,60K-80K
PNR-2073,Saanvi Jones,Quality Control,Qc Manager,employee.2073@pnrao.com,Non-Binary,2018-12-15,,160924.0,,5.0,Active,2018,12,4,,,,2510,6.87,5-10 years,Excellent,108,0,1,0,0,1,109570.66,151465.96,46.87,6.24,Senior,,0,150K+
PNR-2074,Chris Jones,Production,Line Supervisor,employee.2074@pnrao.com,Female,2024-01-23,,60698.0,PNR-2339,3.0,Active,2024,1,1,,,,645,1.77,1-3 years,Average,112,3,1,0,1,1,102837.83,69824.22,-40.98,-13.07,Junior,,0,60K-80K
PNR-2076,Sarah Brown,Logistics,Logistics Coordinator,sarah.brown@company.com,Female,2019-08-09,,80978.0,PNR-2172,5.0,Active,2019,8,3,,,,2273,6.22,5-10 years,Excellent,111,1,1,0,1,1,70560.61,71165.63,14.76,13.79,Senior,,0,80K-100K
PNR-2077,Olivia Smith,Logistics,Warehouse Associate,employee.2077@pnrao.com,Male,2021-03-29,2026-02-03,61275.0,PNR-2237,3.0,Terminated,2021,3,1,2026.0,2.0,1.0,1772,4.85,3-5 years,Average,111,1,0,1,1,1,70560.61,69795.08,-13.16,-12.21,Mid-Level,4.851471594798084,0,60K-80K
PNR-2078,Aditya Jones,Production,Operations Manager,employee.2078@pnrao.com,Unknown,2024-04-12,,177371.0,,5.0,Active,2024,4,2,,,,565,1.55,1-3 years,Excellent,112,0,1,0,0,1,102837.83,152476.11,72.48,16.33,Junior,,0,150K+
PNR-2082,Olivia Wilson,Finance,Financial Analyst,employee.2082@pnrao.com,Female,2018-09-25,,66553.0,PNR-1119,,Active,2018,9,3,,,,2591,7.09,5-10 years,,87,2,1,0,1,0,69535.21,70138.18,-4.29,-5.11,Senior,,0,60K-80K
PNR-2083,Aditya Taylor,Research & Development,Lab Technician,employee.2083@pnrao.com,Female,2025-07-01,,65999.0,PNR-1652,2.0,Active,2025,7,3,,,,120,0.33,0-1 years,Below Average,98,2,1,0,1,1,85614.79,69766.0,-22.91,-5.4,Junior,,0,60K-80K
PNR-2085,John Sharma,It Support,Help Desk Specialist,employee.2085@pnrao.com,Non-Binary,2020-07-20,,58783.0,PNR-1806,3.0,Active,2020,7,3,,,,1927,5.28,5-10 years,Average,98,3,1,0,1,1,96490.2,70990.91,-39.08,-17.2,Senior,,0,<60K
PNR-2086,Chris Brown,Research & Development,Research Lead,chris.brown@company.com,Non-Binary,2019-08-16,,122227.0,PNR-1010,3.0,Active,2019,8,3,,,,2266,6.2,5-10 years,Average,98,1,1,0,1,1,85614.79,109962.86,42.76,11.15,Senior,,0,100K-150K
PNR-2087,Aditya Williams,Logistics,Warehouse Associate,aditya.williams@company.com,Non-Binary,2020-01-16,,66224.0,PNR-2890,,Active,2020,1,1,,,,2113,5.79,5-10 years,,111,3,1,0,1,0,70560.61,69795.08,-6.15,-5.12,Senior,,0,60K-80K
PNR-2088,Rohan Taylor,Research & Development,Lab Technician,employee.2088@pnrao.com,Non-Binary,2024-10-16,,64394.0,PNR-1136,3.0,Active,2024,10,4,,,,378,1.03,1-3 years,Average,98,3,1,0,1,1,85614.79,69766.0,-24.79,-7.7,Junior,,0,60K-80K
PNR-2091,Priya Brown,Production,Line Supervisor,employee.2091@pnrao.com,Female,2023-03-22,,56996.0,PNR-2831,2.0,Active,2023,3,1,,,,952,2.61,1-3 years,Below Average,112,3,1,0,1,1,102837.83,69824.22,-44.58,-18.37,Mid-Level,,0,<60K
PNR-2092,Saanvi Singh,It Support,It Technician,employee.2092@pnrao.com,Male,2025-07-10,,71954.5,PNR-2414,2.0,Active,2025,7,3,,,,111,0.3,0-1 years,Below Average,98,2,1,0,1,1,96490.2,71783.83,-25.43,0.24,Junior,,0,60K-80K
PNR-2093,Aditya Smith,Finance,Financial Analyst,employee.2093@pnrao.com,Female,2023-10-27,,69746.0,PNR-1543,2.0,Active,2023,10,4,,,,733,2.01,1-3 years,Below Average,87,2,1,0,1,1,69535.21,70138.18,0.3,-0.56,Mid-Level,,0,60K-80K
PNR-2096,Aarav Singh,Production,Line Supervisor,aarav.singh@company.com,Female,2025-07-30,,81314.0,PNR-1551,5.0,Active,2025,7,3,,,,91,0.25,0-1 years,Excellent,112,2,1,0,1,1,102837.83,69824.22,-20.93,16.46,Junior,,0,80K-100K
PNR-2097,Olivia Taylor,Human Resources,Hr Coordinator,employee.2097@pnrao.com,Non-Binary,2025-02-23,,80858.0,PNR-1352,5.0,Active,2025,2,1,,,,248,0.68,0-1 years,Excellent,106,3,1,0,1,1,68801.09,68340.05,17.52,18.32,Junior,,0,80K-100K
PNR-2098,Aarav Brown,Quality Control,Qc Manager,employee.2098@pnrao.com,Male,2019-10-08,,172549.0,,2.0,Active,2019,10,4,,,,2213,6.06,5-10 years,Below Average,108,0,1,0,0,1,109570.66,151465.96,57.48,13.92,Senior,,0,150K+
PNR-2100,Saanvi Patel,Sales,Account Manager,employee.2100@pnrao.com,Male,2025-03-06,,168052.0,,3.0,Active,2025,3,1,,,,237,0.65,0-1 years,Average,104,0,1,0,0,1,121525.81,151582.0,38.29,10.87,Junior,,0,150K+
PNR-2102,Mary Brown,Quality Control,Qc Inspector,employee.2102@pnrao.com,Male,2020-09-09,,59095.0,PNR-2704,5.0,Active,2020,9,3,,,,1876,5.14,5-10 years,Excellent,108,2,1,0,1,1,109570.66,70667.88,-46.07,-16.38,Senior,,0,<60K
PNR-2103,John Kumar,Logistics,Warehouse Associate,employee.2103@pnrao.com,Male,2022-07-30,,71770.0,PNR-2875,5.0,Active,2022,7,3,,,,1187,3.25,3-5 years,Excellent,111,3,1,0,1,1,70560.61,69795.08,1.71,2.83,Mid-Level,,0,60K-80K
PNR-2104,Saanvi Taylor,Finance,Controller,employee.2104@pnrao.com,Female,2024-07-17,,63198.0,PNR-2156,3.0,Active,2024,7,3,,,,469,1.28,1-3 years,Average,87,2,1,0,1,1,69535.21,68783.8,-9.11,-8.12,Junior,,0,60K-80K
PNR-2110,Sarah Singh,It Support,It Manager,employee.2110@pnrao.com,Female,2025-01-13,,145250.5,,2.0,Active,2025,1,1,,,,289,0.79,0-1 years,Below Average,98,18,1,0,1,1,96490.2,145851.08,50.53,-0.41,Junior,,0,100K-150K
PNR-2111,Michael Williams,Quality Control,Qc Manager,employee.2111@pnrao.com,Non-Binary,2018-09-25,,134898.0,,5.0,Active,2018,9,3,,,,2591,7.09,5-10 years,Excellent,108,0,1,0,0,1,109570.66,151465.96,23.12,-10.94,Senior,,0,100K-150K
PNR-2113,Olivia Williams,Finance,Controller,employee.2113@pnrao.com,Female,2018-09-26,,67764.5,PNR-2340,3.0,Active,2018,9,3,,,,2590,7.09,5-10 years,Average,87,2,1,0,1,1,69535.21,68783.8,-2.55,-1.48,Senior,,0,60K-80K
PNR-2114,Olivia Sharma,Production,Production Worker,employee.2114@pnrao.com,Non-Binary,2024-11-08,,82628.0,PNR-2398,3.0,Active,2024,11,4,,,,355,0.97,0-1 years,Average,112,2,1,0,1,1,102837.83,72077.59,-19.65,14.64,Junior,,0,80K-100K
PNR-2116,David Taylor,Finance,Controller,employee.2116@pnrao.com,Female,2021-12-31,,67764.5,PNR-2100,3.0,Active,2021,12,4,,,,1398,3.83,3-5 years,Average,87,2,1,0,1,1,69535.21,68783.8,-2.55,-1.48,Mid-Level,,0,60K-80K
PNR-2117,Olivia Williams,Logistics,Logistics Coordinator,employee.2117@pnrao.com,Male,2025-08-10,,78874.0,,3.0,Active,2025,8,3,,,,80,0.22,0-1 years,Average,111,0,1,0,0,1,70560.61,71165.63,11.78,10.83,Junior,,0,60K-80K
PNR-2120,Rohan Taylor,Logistics,Logistics Coordinator,employee.2120@pnrao.com,Non-Binary,2022-09-16,,77096.0,PNR-2139,3.0,Active,2022,9,3,,,,1139,3.12,3-5 years,Average,111,1,1,0,1,1,70560.61,71165.63,9.26,8.33,Mid-Level,,0,60K-80K
PNR-2129,Mary Brown,Research & Development,Research Lead,employee.2129@pnrao.com,Female,2022-06-14,,123946.0,PNR-2315,3.0,Active,2022,6,2,,,,1233,3.38,3-5 years,Average,98,3,1,0,1,1,85614.79,109962.86,44.77,12.72,Mid-Level,,0,100K-150K
PNR-2132,Olivia Taylor,Production,Operations Manager,employee.2132@pnrao.com,Non-Binary,2022-03-25,,136200.0,,3.0,Active,2022,3,1,,,,1314,3.6,3-5 years,Average,112,0,1,0,0,1,102837.83,152476.11,32.44,-10.67,Mid-Level,,0,100K-150K
PNR-2133,David Sharma,Production,Line Supervisor,employee.2133@pnrao.com,Non-Binary,2018-03-02,,65124.0,PNR-2338,4.0,Active,2018,3,1,,,,2798,7.66,5-10 years,Good,112,1,1,0,1,1,102837.83,69824.22,-36.67,-6.73,Senior,,0,60K-80K
PNR-2135,David Kumar,Human Resources,Recruiter,employee.2135@pnrao.com,Female,2024-08-22,,70233.0,PNR-1166,3.0,Active,2024,8,3,,,,433,1.19,1-3 years,Average,106,1,1,0,1,1,68801.09,69157.24,2.08,1.56,Junior,,0,60K-80K
PNR-2140,Chris Williams,Sales,Regional Sales Manager,employee.2140@pnrao.com,Non-Binary,2020-07-05,,171650.0,,4.0,Active,2020,7,3,,,,1942,5.32,5-10 years,Good,104,0,1,0,0,1,121525.81,145982.17,41.25,17.58,Senior,,0,150K+
PNR-2142,Rohan Taylor,It Support,It Technician,employee.2142@pnrao.com,Non-Binary,2018-05-20,,58658.0,PNR-1769,5.0,Active,2018,5,2,,,,2719,7.44,5-10 years,Excellent,98,1,1,0,1,1,96490.2,71783.83,-39.21,-18.29,Senior,,0,<60K
PNR-2145,Rohan Jones,Finance,Controller,employee.2145@pnrao.com,Unknown,2025-06-01,2026-11-15,66679.0,PNR-2789,3.0,Terminated,2025,6,2,2026.0,11.0,4.0,532,1.46,1-3 years,Average,87,3,0,1,1,1,69535.21,68783.8,-4.11,-3.06,Junior,1.4565366187542779,0,60K-80K
PNR-2148,Olivia Sharma,Sales,Account Manager,employee.2148@pnrao.com,Unknown,2021-05-27,,127189.0,,2.0,Active,2021,5,2,,,,1616,4.42,3-5 years,Below Average,104,0,1,0,0,1,121525.81,151582.0,4.66,-16.09,Mid-Level,,0,100K-150K
PNR-2150,Anika Kumar,Marketing,Marketing Manager,employee.2150@pnrao.com,Male,2025-01-07,2026-01-02,143515.0,,3.0,Terminated,2025,1,1,2026.0,1.0,1.0,360,0.99,0-1 years,Average,95,0,0,1,0,1,93037.96,150297.96,54.25,-4.51,Junior,0.9856262833675564,1,100K-150K
PNR-2151,Anika Patel,Sales,Account Manager,employee.2151@pnrao.com,Male,2018-07-20,,171199.0,,2.0,Active,2018,7,3,,,,2658,7.28,5-10 years,Below Average,104,0,1,0,0,1,121525.81,151582.0,40.87,12.94,Senior,,0,150K+
PNR-2153,Aarav Taylor,Logistics,Warehouse Associate,aarav.taylor@company.com,Male,2021-07-16,,69939.0,,4.0,Active,2021,7,3,,,,1566,4.29,3-5 years,Good,111,0,1,0,0,1,70560.61,69795.08,-0.88,0.21,Mid-Level,,0,60K-80K
PNR-2154,Michael Williams,Human Resources,Hr Coordinator,employee.2154@pnrao.com,Non-Binary,2019-01-16,,84555.0,PNR-2749,2.0,Active,2019,1,1,,,,2478,6.78,5-10 years,Below Average,106,2,1,0,1,1,68801.09,68340.05,22.9,23.73,Senior,,0,80K-100K
PNR-2155,Olivia Wilson,Finance,Financial Analyst,employee.2155@pnrao.com,Non-Binary,2022-02-04,,79354.0,PNR-2421,3.0,Active,2022,2,1,,,,1363,3.73,3-5 years,Average,87,5,1,0,1,1,69535.21,70138.18,14.12,13.14,Mid-Level,,0,60K-80K
PNR-2158,Anika Smith,Logistics,Warehouse Associate,employee.2158@pnrao.com,Female,2018-04-06,,72478.0,PNR-1533,3.0,Active,2018,4,2,,,,2763,7.56,5-10 years,Average,111,3,1,0,1,1,70560.61,69795.08,2.72,3.84,Senior,,0,60K-80K
PNR-2159,Olivia Sharma,Marketing,Marketing Manager,olivia.sharma@company.com,Non-Binary,2021-10-03,,160335.0,,3.0,Active,2021,10,4,,,,1487,4.07,3-5 years,Average,95,0,1,0,0,1,93037.96,150297.96,72.33,6.68,Mid-Level,,0,150K+
PNR-2161,Olivia Sharma,Human Resources,Recruiter,employee.2161@pnrao.com,Male,2020-10-20,,70787.0,PNR-1964,4.0,Active,2020,10,4,,,,1835,5.02,5-10 years,Good,106,4,1,0,1,1,68801.09,69157.24,2.89,2.36,Senior,,0,60K-80K
PNR-2162,Michael Sharma,It Support,It Technician,employee.2162@pnrao.com,Female,2019-01-17,2019-11-24,72165.0,,4.0,Terminated,2019,1,1,2019.0,11.0,4.0,311,0.85,0-1 years,Good,98,0,0,1,0,1,96490.2,71783.83,-25.21,0.53,Junior,0.8514715947980835,1,60K-80K
PNR-2163,Saanvi Smith,Production,Operations Manager,employee.2163@pnrao.com,Unknown,2022-04-07,,134846.0,,2.0,Active,2022,4,2,,,,1301,3.56,3-5 years,Below Average,112,0,1,0,0,1,102837.83,152476.11,31.12,-11.56,Mid-Level,,0,100K-150K
PNR-2164,Chris Singh,Marketing,Marketing Coordinator,employee.2164@pnrao.com,Non-Binary,2019-04-30,,73723.0,PNR-2272,3.0,Active,2019,4,2,,,,2374,6.5,5-10 years,Average,95,1,1,0,1,1,93037.96,72400.67,-20.76,1.83,Senior,,0,60K-80K
PNR-2167,Anika Smith,It Support,It Manager,employee.2167@pnrao.com,Male,2019-11-18,,141779.0,,2.0,Active,2019,11,4,,,,2172,5.95,5-10 years,Below Average,98,0,1,0,0,1,96490.2,145851.08,46.94,-2.79,Senior,,0,100K-150K
PNR-2171,David Kumar,Quality Control,Qc Manager,employee.2171@pnrao.com,Female,2022-01-20,2024-10-03,136186.0,,,Terminated,2022,1,1,2024.0,10.0,4.0,987,2.7,1-3 years,,108,0,0,1,0,0,109570.66,151465.96,24.29,-10.09,Mid-Level,2.702258726899384,0,100K-150K
PNR-2172,Aarav Singh,Quality Control,Qc Manager,employee.2172@pnrao.com,Unknown,2020-04-13,,128055.0,,2.0,Active,2020,4,2,,,,2025,5.54,5-10 years,Below Average,108,0,1,0,0,1,109570.66,151465.96,16.87,-15.46,Senior,,0,100K-150K
PNR-2173,Priya Patel,It Support,It Technician,employee.2173@pnrao.com,Male,2022-03-12,,70335.0,PNR-1062,3.0,Active,2022,3,1,,,,1327,3.63,3-5 years,Average,98,1,1,0,1,1,96490.2,71783.83,-27.11,-2.02,Mid-Level,,0,60K-80K
PNR-2177,Saanvi Jones,It Support,It Manager,saanvi.jones@company.com,Female,2021-09-17,,169831.0,,4.0,Active,2021,9,3,,,,1503,4.11,3-5 years,Good,98,18,1,0,1,1,96490.2,145851.08,76.01,16.44,Mid-Level,,0,150K+
PNR-2179,Sarah Smith,Sales,Sales Associate,employee.2179@pnrao.com,Non-Binary,2021-02-17,2026-06-18,55236.0,PNR-1517,5.0,Terminated,2021,2,1,2026.0,6.0,2.0,1947,5.33,5-10 years,Excellent,104,1,0,1,1,1,121525.81,72548.22,-54.55,-23.86,Senior,5.330595482546201,0,<60K
PNR-2183,Anika Kumar,Finance,Financial Analyst,employee.2183@pnrao.com,Male,2025-03-18,,55647.0,PNR-2769,5.0,Active,2025,3,1,,,,225,0.62,0-1 years,Excellent,87,2,1,0,1,1,69535.21,70138.18,-19.97,-20.66,Junior,,0,<60K
PNR-2184,Chris Singh,Quality Control,Qc Inspector,employee.2184@pnrao.com,Non-Binary,2018-09-13,,82128.0,PNR-2359,2.0,Active,2018,9,3,,,,2603,7.13,5-10 years,Below Average,108,2,1,0,1,1,109570.66,70667.88,-25.05,16.22,Senior,,0,80K-100K
PNR-2187,Sarah Smith,Human Resources,Hr Coordinator,employee.2187@pnrao.com,Non-Binary,2025-03-02,,56551.0,PNR-2098,3.0,Active,2025,3,1,,,,241,0.66,0-1 years,Average,106,2,1,0,1,1,68801.09,68340.05,-17.81,-17.25,Junior,,0,<60K
PNR-2191,David Jones,Human Resources,Hr Coordinator,david.jones@company.com,Non-Binary,2018-06-11,,71287.0,PNR-2749,5.0,Active,2018,6,2,,,,2697,7.38,5-10 years,Excellent,106,2,1,0,1,1,68801.09,68340.05,3.61,4.31,Senior,,0,60K-80K
PNR-2192,Priya Patel,Human Resources,Recruiter,employee.2192@pnrao.com,Non-Binary,2022-04-15,,68544.0,PNR-2724,3.0,Active,2022,4,2,,,,1293,3.54,3-5 years,Average,106,2,1,0,1,1,68801.09,69157.24,-0.37,-0.89,Mid-Level,,0,60K-80K
PNR-2194,Aarav Jones,Production,Line Supervisor,employee.2194@pnrao.com,Female,2018-06-05,,59880.0,PNR-2253,5.0,Active,2018,6,2,,,,2703,7.4,5-10 years,Excellent,112,2,1,0,1,1,102837.83,69824.22,-41.77,-14.24,Senior,,0,<60K
