EmployeeID,FullName,Department,JobTitle,Email,Gender,HireDate,TerminationDate,Salary,ManagerID,PerformanceRating,Status
" PNR-1936 ","Sarah Singh"," Sales ","Sales Associate"," employee.1936@pnrao.com ","Non-binary","#N/A","","62819","PNR-2371","2","Active"
"PNR-1937","Saanvi Wilson","Human Resources","HR Generalist","","Male","","","","PNR-2100","5","Active"
" PNR-1938 ","Chris Singh","","HR Generalist","employee.1938@pnrao.com"," Male ","2022-06-20","","55631","PNR-1424","4"," Active "
"","Rohan Brown","#N/A","Controller","employee.1939@pnrao.com","Non-binary","2020-08-05","","58453","PNR-2817","4","Active"
"PNR-1940"," Olivia Wilson ","Production","Line Supervisor","employee.1940@pnrao.com","Non-binary","2021-05-20","","67605","PNR-2829","2","Active"
"PNR-1941",""," Finance ","Financial Analyst","employee.1941@pnrao.com"," Male "," 2020-07-01 ","2022-10-22","60099"," PNR-1005 ","3","Terminated"
"PNR-1941","Aditya Williams","Finance","Financial Analyst","employee.1941@pnrao.com","Male","2020-07-01","2022-10-22","60099","PNR-1005","3","Terminated"
"PNR-1943","Mary Williams","Quality Control","QC Inspector","employee.1943@pnrao.com","Male","2019-06-08","","62581"," PNR-1519 ","4","Active"
"PNR-1943","Mary Williams","Quality Control","QC Inspector","employee.1943@pnrao.com","Male","2019-06-08","","62581","PNR-1519","4","Active"
"PNR-1944","Rohan Kumar","Quality Control","QC Inspector","employee.1944@pnrao.com","Female","2023-03-12","2026-07-13","83928","PNR-1134","4","Terminated"
"PNR-1946","David Smith","Marketing","Marketing Coordinator","employee.1946@pnrao.com","Male"," 2024-03-11 ","","69741"," PNR-2295 ","4","Active"
"PNR-1947","Anika Brown","Marketing","Marketing Manager","employee.1947@pnrao.com","Male","2020-07-01","","152163","","2","Active"
"PNR-1947","Anika Brown","Marketing","Marketing Manager","employee.1947@pnrao.com","Male","2020-07-01","","152163","","2","Active"
"PNR-1949","John Brown","Logistics","Warehouse Associate","employee.1949@pnrao.com"," Non-binary ","2023-08-29","","67284","PNR-2760","5","Active"
"","Rohan Sharma","Logistics","Warehouse Associate",""," Non-binary ","","","83109","PNR-1911","5","Active"
"","",""," Recruiter ","employee.1951@pnrao.com","Male","2020-11-03","","69368","","5"," Active "
"PNR-1952","Saanvi Smith","IT Support"," IT Manager ","employee.1952@pnrao.com","","2023-07-25","","151672","","2","Active"
"PNR-1953","Priya Kumar","Marketing","","employee.1953@pnrao.com","Non-binary","2024-05-30","","83660","PNR-2090","4",""
"PNR-1954","Anika Patel","IT Support"," IT Manager ","employee.1954@pnrao.com"," Non-binary "," 2020-08-13 ","","161805","  ","4","Active"
"PNR-1955","Priya Taylor","Research & Development","Lab Technician","#N/A"," Female ","#N/A","","69202","PNR-2891","4","Active"
"PNR-1955","Priya Taylor","Research & Development","Lab Technician","employee.1955@pnrao.com","Female","2025-03-12","","69202","PNR-2891","4","Active"
"PNR-1957","Michael Taylor","Finance","Controller"," employee.1957@pnrao.com ","Non-binary","2020-02-07","  ","75995","",""," Active "
"PNR-1958"," David Smith ","Logistics","Warehouse Associate"," employee.1958@pnrao.com ","Female","2022-09-09","","71676","PNR-2169","5","Active"
"","Saanvi Patel","","Logistics Coordinator","employee.1959@pnrao.com","Female","2018-12-21","","79436","PNR-2431","4","Active"
"PNR-1960","","Research & Development","Research Lead","employee.1960@pnrao.com","Non-binary","2022-05-29","","101631","PNR-1906","5","Active"
"PNR-1961","Michael Williams","Quality Control","#N/A","employee.1961@pnrao.com"," Male ","2021-06-08","","","","5"," Active "
"#N/A"," Priya Brown "," Human Resources ","HR Coordinator","employee.1962@pnrao.com","Female","2020-02-24","","81164","PNR-2890","4","Active"
"PNR-1962","Priya Brown","Human Resources","HR Coordinator","employee.1962@pnrao.com","Female","2020-02-24","","81164","PNR-2890","4","Active"
"PNR-1964","Anika Brown","Production","Operations Manager","employee.1964@pnrao.com","Male"," 2024-02-18 ","  ","165573","","2","Active"
"PNR-1965","Emma Patel","Research & Development","#N/A","","Non-binary","","","117916","","3",""
"PNR-1965","Emma Patel","Research & Development","Research Lead","employee.1965@pnrao.com","Non-binary","2018-09-09","","117916","PNR-1751","3","Active"
"PNR-1967","Saanvi Kumar","Production","Line Supervisor","employee.1967@pnrao.com","Non-binary","","  ","61036","","5","Active"
"PNR-1967","Saanvi Kumar","Production","Line Supervisor","employee.1967@pnrao.com","Non-binary","2024-07-15","","61036","PNR-1622","5","Active"
"PNR-1969","Mary Kumar","Quality Control","","employee.1969@pnrao.com","Female","","","164317","","5","Active"
"PNR-1970","Mary Taylor","Marketing","Marketing Coordinator","employee.1970@pnrao.com"," Female ","2020-09-09","","82520","PNR-2797","3","Active"
"PNR-1971","Saanvi Wilson"," Marketing ","Marketing Manager","employee.1971@pnrao.com","Male","","","132235","","4"," Active "
"PNR-1972","Chris Brown","Research & Development","Research Lead","employee.1972@pnrao.com","Female","2023-11-25","","114888","PNR-2169","5","Active"
"PNR-1973"," Michael Wilson ","Sales","","employee.1973@pnrao.com","#N/A","2020-04-26","","155223","  ","2","Active"
"PNR-1974"," Chris Smith ","Finance","Financial Analyst","employee.1974@pnrao.com","Male","2019-08-27","","67943","PNR-2692","3","#N/A"
" PNR-1975 ","Mary Williams","Sales","Regional Sales Manager","employee.1975@pnrao.com","Non-binary","2020-10-07","","","  ","2","Active"
"PNR-1976","Priya Williams","Marketing","Marketing Coordinator","employee.1976@pnrao.com","Male","2023-03-01","","81294","PNR-1682","5"," Active "
"PNR-1977","#N/A","Human Resources","HR Generalist"," employee.1977@pnrao.com ","Male","2021-10-12","","77957","PNR-1594","4"," Active "
"PNR-1978","Olivia Patel","Quality Control","QC Manager","employee.1978@pnrao.com","Male","2023-12-13","","151625","  ","4",""
"PNR-1978","Olivia Patel","Quality Control","QC Manager","employee.1978@pnrao.com","Male","2023-12-13","","151625","","4","Active"
"PNR-1980","Saanvi Kumar","Logistics","Warehouse Associate"," employee.1980@pnrao.com ","Female"," 2019-07-24 ","  ","56032","PNR-2505","5","Active"
"PNR-1981","Chris Singh","Research & Development","Lab Technician","employee.1981@pnrao.com","Female","#N/A","","","PNR-2065","2","Active"
"PNR-1982","John Jones","Research & Development","","","Male","#N/A","","113933","PNR-1543","5","Active"
"PNR-1983","Mary Jones","IT Support","#N/A",""," Female "," 2019-12-03 ","","69837"," PNR-1831 ","4","Active"
" PNR-1984 "," Chris Kumar ","Sales","Account Manager","employee.1984@pnrao.com","Non-binary","2024-09-17","  ","160927","","","Active"
"PNR-1984","Chris Kumar","Sales","Account Manager","employee.1984@pnrao.com","Non-binary","2024-09-17","","160927","","5","Active"
" PNR-1986 ","Chris Sharma","IT Support","Help Desk Specialist"," employee.1986@pnrao.com ","Female","#N/A","","72080","PNR-1733","5","Active"
"PNR-1987","John Wilson","Research & Development"," Scientist ","employee.1987@pnrao.com","Female","2019-01-25","","75147","#N/A","4",""
"PNR-1988","Aditya Smith","Logistics","Warehouse Associate","","Male","2018-12-30","","75579","PNR-2952","5"," Active "
"PNR-1989","John Taylor","Finance","Financial Analyst","employee.1989@pnrao.com","Female"," 2023-11-27 ","","68065","PNR-2319","2","Active"
"PNR-1989","John Taylor","Finance","Financial Analyst","employee.1989@pnrao.com","Female","2023-11-27","","68065","PNR-2319","2","Active"
"PNR-1990","Michael Jones","Sales","Regional Sales Manager","employee.1990@pnrao.com","Male","2025-07-10","","151099","","5","Active"
"PNR-1992","Sarah Sharma","Human Resources","Recruiter","employee.1992@pnrao.com",""," 2023-01-24 ","","80689","PNR-1318","3","Active"
"PNR-1992","Sarah Sharma","Human Resources","Recruiter","employee.1992@pnrao.com","Female","2023-01-24","","80689","PNR-1318","3","Active"
"PNR-1994","Emma Wilson","Research & Development","Research Lead","employee.1994@pnrao.com","Female","2020-02-10","","128452","PNR-1320","2","Active"
"PNR-1995","David Singh"," Research & Development "," Scientist "," employee.1995@pnrao.com ","Non-binary","2019-08-10","#N/A","","PNR-1647","5","Active"
"PNR-1995","David Singh","Research & Development","Scientist","employee.1995@pnrao.com","Non-binary","2019-08-10","","59575","PNR-1647","5","Active"
"PNR-1997","Priya Kumar","","Lab Technician","employee.1997@pnrao.com",""," 2024-10-21 ","  ","67984","PNR-1640","4","Active"
"PNR-1998"," Priya Brown ","","#N/A","employee.1998@pnrao.com","Non-binary","2022-05-28","#N/A","161521","","2","Active"
"PNR-1999","Michael Singh","","QC Manager","employee.1999@pnrao.com","Non-binary","2021-02-04","","178837","  ","2","Active"
"PNR-2000"," John Williams ","Research & Development"," Research Lead ","#N/A","Male","2024-05-06","","121884","PNR-2211","5","Active"
" PNR-2001 ","","","Warehouse Associate","employee.2001@pnrao.com","Female","2022-09-05","","79572","PNR-1929","2","Active"
"PNR-2001","Emma Kumar","Logistics","Warehouse Associate","employee.2001@pnrao.com","Female","2022-09-05","","79572","PNR-1929","2","Active"
"PNR-2003","Rohan Taylor","IT Support","IT Technician","","Non-binary","","","80269","PNR-1146","4","#N/A"
"PNR-2004","John Smith","Logistics","Logistics Coordinator","employee.2004@pnrao.com","","2021-08-13","  ","74571","PNR-2143","","Active"
"PNR-2005","Aditya Sharma","Production","Production Worker","employee.2005@pnrao.com","Female","2021-11-01","","73261","PNR-1149","2","Active"
"PNR-2006"," Chris Taylor ","Production","","employee.2006@pnrao.com","","2025-01-03","  ","81823","PNR-1863","3","Active"
"","Chris Brown","Human Resources"," Recruiter ","employee.2007@pnrao.com","Male","","","80768","PNR-2655","2","Active"
"PNR-2008","Anika Smith","Sales","Account Manager","","","2022-11-27","","148260","","3",""
"PNR-2009","John Williams","Research & Development","Scientist","employee.2009@pnrao.com","Non-binary","2023-01-27","","78930","","2",""
"PNR-2009","John Williams","Research & Development","Scientist","employee.2009@pnrao.com","Non-binary","2023-01-27","","78930","PNR-2359","2","Active"
"PNR-2010","Priya Kumar","Production","Operations Manager","employee.2010@pnrao.com","Non-binary","2018-01-24","","168592","","3","Active"
"PNR-2012","#N/A","Logistics","Logistics Coordinator"," employee.2012@pnrao.com ","Female","2019-10-16","","84062","PNR-2750","5","Active"
"PNR-2013","Olivia Singh","","Accountant","employee.2013@pnrao.com","Male","2019-01-18","","","PNR-2939","5","Active"
"PNR-2014","","Quality Control","QC Inspector","employee.2014@pnrao.com","","2019-06-22","  ","77012","PNR-1439","3","Active"
"PNR-2015","Emma Brown","Sales","Regional Sales Manager","employee.2015@pnrao.com"," Non-binary ","2022-03-22","","146789","","5","Active"
"PNR-2016",""," Finance ","Financial Analyst","","Non-binary","2025-03-03","","","PNR-1427","4","Active"
"PNR-2017","Sarah Williams","Human Resources","Recruiter","employee.2017@pnrao.com","Male","2023-07-10","","57869"," PNR-1267 ","2","Active"
"PNR-2018","Olivia Brown","IT Support","IT Manager","employee.2018@pnrao.com","Male","2018-10-27","","130914","","2","Active"
"#N/A","Olivia Kumar","Finance","Controller"," employee.2019@pnrao.com ","Non-binary"," 2018-11-05 ","","71913","PNR-1964","4","Active"
"PNR-2020","Michael Singh","","Operations Manager","employee.2020@pnrao.com","Male","2021-09-07"," 2022-06-10 ","150627","","4","Terminated"
"PNR-2020","Michael Singh","Production","Operations Manager","employee.2020@pnrao.com","Male","2021-09-07","2022-06-10","150627","","4","Terminated"
"PNR-2022","Anika Taylor","","Production Worker","employee.2022@pnrao.com","Non-binary","","","69358","PNR-2078","2","Active"
"PNR-2022","Anika Taylor","Production","Production Worker","employee.2022@pnrao.com","Non-binary","2019-07-20","","69358","PNR-2078","2","Active"
"","Anika Sharma","Marketing"," Marketing Manager ","employee.2024@pnrao.com","","2022-04-08","","127585","  ","3","Active"
"PNR-2025","Emma Sharma"," Research & Development ","","employee.2025@pnrao.com"," Male ","2024-09-15","","83094","PNR-2962","5","Active"
"PNR-2026","","","HR Coordinator","employee.2026@pnrao.com","Male","2022-02-21","  ","71491","PNR-1895","4",""
"PNR-2026","Chris Wilson","Human Resources","HR Coordinator","employee.2026@pnrao.com","Male","2022-02-21","","71491","PNR-1895","4","Active"
"PNR-2027","John Singh","Quality Control","QC Inspector","employee.2027@pnrao.com","Male","2024-03-08","","75276","PNR-1056","4","Active"
"PNR-2029","Mary Sharma","Production","","employee.2029@pnrao.com","","2022-05-15","","174478","","2","Active"
"PNR-2030"," Michael Jones ","Logistics","Logistics Coordinator"," employee.2030@pnrao.com ","Male","2020-03-22","","69809","#N/A","5",""
"PNR-2031","","","QC Inspector","employee.2031@pnrao.com","Female","2025-09-04","","66298"," PNR-2782 ","4","Active"
"","Anika Wilson","Research & Development","Scientist","","Female","","2026-01-13","55621","PNR-1533","","Terminated"
"PNR-2033","Aarav Patel","Quality Control","QC Manager","employee.2033@pnrao.com"," Female ","2019-04-04","","170002","","2","Active"
"PNR-2034","Chris Jones","Logistics","Warehouse Associate","employee.2034@pnrao.com","Non-binary"," 2019-02-22 ","2022-10-10","61428","PNR-1298","4",""
"PNR-2035","David Williams","Marketing","","employee.2035@pnrao.com","Female"," 2018-09-23 ","  ","","PNR-2163","2","Active"
"PNR-2036","","Human Resources","#N/A","employee.2036@pnrao.com"," Male ","2018-12-08","","","PNR-1682","5","Active"
"PNR-2037"," Michael Sharma ","Finance","","employee.2037@pnrao.com",""," 2019-06-02 ","","71136","","5","Active"
"PNR-2038"," David Patel "," Production ","Line Supervisor","employee.2038@pnrao.com","","2019-06-21","  ","79029","","5","Active"
"PNR-2039","Saanvi Kumar","Sales","Regional Sales Manager","employee.2039@pnrao.com","Female","","  ","","","5"," Active "
"PNR-2040","John Sharma","Research & Development","Research Lead"," employee.2040@pnrao.com ","Male","2021-07-21","","110895","PNR-1779","5","Active"
"PNR-2040","John Sharma","Research & Development","Research Lead","employee.2040@pnrao.com","Male","2021-07-21","","110895","PNR-1779","5","Active"
"PNR-2042","David Taylor","#N/A","Line Supervisor","employee.2042@pnrao.com","Male","","","77549","PNR-1466","","Active"
" PNR-2043 ","Sarah Sharma","Logistics","Warehouse Associate"," employee.2043@pnrao.com ","Female","2022-02-27","","56359","PNR-2331","","Active"
"PNR-2044","Aditya Smith","#N/A"," Operations Manager ","employee.2044@pnrao.com","Female","2019-10-12","2020-09-02","132353","","3","Terminated"
"PNR-2045","David Wilson","Research & Development"," Research Lead ","employee.2045@pnrao.com","Male","2024-02-28","","114490","","2","Active"
"PNR-2046","Aarav Taylor","#N/A"," Accountant ","employee.2046@pnrao.com","Non-binary","2020-05-17","","58842"," PNR-1581 ","5",""
"PNR-2047"," John Kumar ","Sales","Regional Sales Manager"," employee.2047@pnrao.com ","Male","2021-11-07","2023-10-05","159774","","2","Terminated"
" PNR-2048 ","Emma Kumar"," Marketing "," Digital Marketer ","employee.2048@pnrao.com","Male","2022-12-28","","64183","PNR-1292","5","Active"
"PNR-2049","Aarav Singh","IT Support"," IT Technician ","","Male","2021-02-28","","","PNR-1952","2","Active"
"PNR-2049","Aarav Singh","IT Support","IT Technician","employee.2049@pnrao.com","Male","2021-02-28","","69426","PNR-1952","2","Active"
"PNR-2051","Mary Smith","","Warehouse Associate","employee.2051@pnrao.com","Male"," 2024-01-24 ","","56386","PNR-1960","4","Active"
"PNR-2052","John Sharma","Logistics","#N/A","","Non-binary","","2022-09-17","61701","PNR-1238","2","Terminated"
"PNR-2053","Rohan Singh","Production","Production Worker","employee.2053@pnrao.com","Female","#N/A","","64399","PNR-1322","","Active"
"PNR-2054","Olivia Sharma","Marketing","",""," Male "," 2019-07-14 ","","83052","PNR-1912","3","Active"
"PNR-2055"," Anika Wilson ","Sales","Sales Associate"," employee.2055@pnrao.com ","","2019-04-13","","66105","PNR-1293","3","#N/A"
"PNR-2056","Priya Smith","Sales",""," employee.2056@pnrao.com ","Non-binary","2023-02-11","","140192","  ","2","Active"
"PNR-2057","David Taylor"," Human Resources ","Recruiter","employee.2057@pnrao.com"," Male ","2024-06-02","","81898"," PNR-2078 ","3","Active"
""," Anika Kumar ","Sales","Account Manager","employee.2058@pnrao.com","Non-binary","2023-03-24","  ","163951","","5","Active"
"PNR-2059","Olivia Williams","Human Resources","HR Generalist","employee.2059@pnrao.com"," Male ","","","63735","","4","Active"
" PNR-2060 "," Saanvi Taylor ","","Marketing Manager"," employee.2060@pnrao.com ","Female"," 2020-09-19 ","","175638","  ","5","Active"
"PNR-2061","Michael Williams","Sales","Account Manager","employee.2061@pnrao.com","","2019-08-16","","136474","","3","Active"
"PNR-2061","Michael Williams","Sales","Account Manager","employee.2061@pnrao.com","Non-binary","2019-08-16","","136474","","3","Active"
"PNR-2063",""," Finance "," Accountant ","employee.2063@pnrao.com","Non-binary","2019-07-19","#N/A","61411","PNR-1889","4"," Active "
" PNR-2064 "," Aarav Patel ","Quality Control","QC Inspector","employee.2064@pnrao.com","Female","2024-08-22","2028-04-17","57730"," PNR-2863 ","3","#N/A"
"PNR-2065","Mary Patel","Marketing","Marketing Manager","employee.2065@pnrao.com","Female","2021-04-27","","125575","","3","Active"
" PNR-2066 ","Mary Sharma"," Quality Control "," QC Manager ","employee.2066@pnrao.com","","2025-01-18","","168822","","5","Active"
"PNR-2066","Mary Sharma","Quality Control","QC Manager","employee.2066@pnrao.com","Male","2025-01-18","","168822","","5","Active"
"","Aarav Patel","Finance","Accountant"," employee.2068@pnrao.com ","Female","2022-11-02","","76870","PNR-2789","5","Active"
"","Olivia Sharma"," IT Support ","IT Manager","employee.2069@pnrao.com","Female","2024-10-02","","150364","","5","Active"
"PNR-2070","Emma Brown","Sales","","employee.2070@pnrao.com","Non-binary","2024-04-25","","78833","PNR-2109","3"," Active "
"PNR-2071","Michael Taylor","Human Resources","HR Coordinator","#N/A","Female","2018-10-20","  ","","PNR-1519","4"," Active "
"PNR-2071","Michael Taylor","Human Resources","HR Coordinator","employee.2071@pnrao.com","Female","2018-10-20","","72301","PNR-1519","4","Active"
"PNR-2073","Saanvi Jones","Quality Control","QC Manager","employee.2073@pnrao.com","Non-binary","2018-12-15","","160924","","5","Active"
"PNR-2074","Chris Jones","Production","Line Supervisor","employee.2074@pnrao.com","Female"," 2024-01-23 ","","60698"," PNR-2339 ","3",""
"PNR-2074","Chris Jones","Production","Line Supervisor","employee.2074@pnrao.com","Female","2024-01-23","","60698","PNR-2339","3","Active"
" PNR-2076 ","Sarah Brown","Logistics","Logistics Coordinator","","Female","2019-08-09","","80978","PNR-2172","5"," Active "
"PNR-2077","Olivia Smith","Logistics","Warehouse Associate","employee.2077@pnrao.com"," Male ","2021-03-29","2026-02-03","61275","PNR-2237","3","Terminated"
"PNR-2078","Aditya Jones","Production"," Operations Manager ","employee.2078@pnrao.com","","2024-04-12","  ","177371","","5","Active"
"PNR-2079","",""," Research Lead ","employee.2079@pnrao.com","Male","2021-04-29","","109605","PNR-2660","4","Terminated"
"PNR-2080","Olivia Brown","Sales","#N/A","employee.2080@pnrao.com","Male","2020-04-16","","172406","","2"," Active "
"PNR-2081","Priya Wilson","Sales","#N/A","","Female","2019-04-03","","","","5","Active"
"PNR-2082","Olivia Wilson","Finance","Financial Analyst","employee.2082@pnrao.com","Female","2018-09-25","","66553","PNR-1119","","Active"
"PNR-2083"," Aditya Taylor ","Research & Development","Lab Technician","employee.2083@pnrao.com"," Female ","2025-07-01","  ","65999","PNR-1652","2"," Active "
"PNR-2083","Aditya Taylor","Research & Development","Lab Technician","employee.2083@pnrao.com","Female","2025-07-01","","65999","PNR-1652","2","Active"
"PNR-2085","John Sharma","IT Support"," Help Desk Specialist "," employee.2085@pnrao.com ","Non-binary","2020-07-20","","58783","PNR-1806","3","Active"
"PNR-2086","Chris Brown","Research & Development","Research Lead","","Non-binary"," 2019-08-16 ","  ","122227","PNR-1010","3","Active"
"PNR-2087","Aditya Williams","Logistics"," Warehouse Associate ","","Non-binary","2020-01-16","","66224","PNR-2890","","Active"
" PNR-2088 ","Rohan Taylor","","Lab Technician","employee.2088@pnrao.com","Non-binary","2024-10-16","","64394","PNR-1136","3","Active"
"PNR-2088","Rohan Taylor","Research & Development","Lab Technician","employee.2088@pnrao.com","Non-binary","2024-10-16","","64394","PNR-1136","3","Active"
" PNR-2090 ","Emma Williams","Production","Operations Manager","employee.2090@pnrao.com","Male","2024-07-16","","160215","","2",""
" PNR-2091 ","Priya Brown","Production","Line Supervisor","employee.2091@pnrao.com"," Female "," 2023-03-22 ","","56996","PNR-2831","2","Active"
"PNR-2092","Saanvi Singh"," IT Support ","IT Technician","employee.2092@pnrao.com","Male","2025-07-10","","","PNR-2414","2","Active"
"PNR-2093","Aditya Smith","Finance","Financial Analyst","employee.2093@pnrao.com","Female","2023-10-27","","","PNR-1543","2","Active"
" PNR-2094 ","","Logistics","","","Female","2018-08-29","","84495"," PNR-2677 ","2","Active"
"PNR-2095","John Sharma","Logistics","Logistics Coordinator","employee.2095@pnrao.com","","","","74835","PNR-2875","5","Active"
"PNR-2096","Aarav Singh","Production","Line Supervisor","","Female","2025-07-30","","81314","PNR-1551","5","Active"
""," Olivia Taylor "," Human Resources ","HR Coordinator","employee.2097@pnrao.com","Non-binary","2025-02-23","","80858","PNR-1352","5","Active"
"PNR-2097","Olivia Taylor","Human Resources","HR Coordinator","employee.2097@pnrao.com","Non-binary","2025-02-23","","80858","PNR-1352","5","Active"
"PNR-2098","Aarav Brown","Quality Control","QC Manager","employee.2098@pnrao.com","Male","2019-10-08","","172549","","2","Active"
"PNR-2100","Saanvi Patel","Sales","Account Manager","employee.2100@pnrao.com"," Male ","2025-03-06","","168052","","3","Active"
"PNR-2101","#N/A","Finance","Accountant"," employee.2101@pnrao.com ","Female"," 2020-07-05 ","#N/A","69906","PNR-2242","5","Active"
"","Mary Brown"," Quality Control ","QC Inspector","","Male","","","59095","","5","Active"
"PNR-2102","Mary Brown","Quality Control","QC Inspector","employee.2102@pnrao.com","Male","2020-09-09","","59095","PNR-2704","5","Active"
"PNR-2103","John Kumar","Logistics","Warehouse Associate","employee.2103@pnrao.com","Male","2022-07-30","","71770","PNR-2875","5","Active"
"PNR-2104","Saanvi Taylor","Finance","Controller","employee.2104@pnrao.com","Female","2024-07-17","","63198","PNR-2156","3","Active"
"PNR-2106","Priya Brown","IT Support","","employee.2106@pnrao.com","Non-binary","2024-10-12","2026-09-04","67986","","3","Terminated"
" PNR-2107 ","Priya Jones","Finance","#N/A"," employee.2107@pnrao.com ","Female","2018-04-08","","65247"," PNR-1647 ","5","Active"
"PNR-2108","Aarav Wilson"," Finance ","Controller","employee.2108@pnrao.com","Female","2025-01-18","","79460","PNR-1495","5","#N/A"
" PNR-2109 "," Priya Kumar ",""," Regional Sales Manager ","employee.2109@pnrao.com","Female","2018-12-21","","173350","  ","2","Active"
"PNR-2110","Sarah Singh","IT Support","IT Manager","employee.2110@pnrao.com","Female","2025-01-13","","","  ","2","Active"
"PNR-2111","Michael Williams","Quality Control","QC Manager"," employee.2111@pnrao.com ","Non-binary","2018-09-25","","134898","","5","Active"
"","Priya Taylor","Research & Development","Scientist","employee.2112@pnrao.com","Male","2020-02-11","","68364","PNR-1239","",""
"PNR-2113"," Olivia Williams ","Finance","Controller","employee.2113@pnrao.com","Female","2018-09-26","","","PNR-2340","3"," Active "
"PNR-2114","Olivia Sharma","Production","Production Worker","employee.2114@pnrao.com","Non-binary","2024-11-08","","82628","PNR-2398","3","Active"
"PNR-2114","Olivia Sharma","Production","Production Worker","employee.2114@pnrao.com","Non-binary","2024-11-08","","82628","PNR-2398","3","Active"
"PNR-2116"," David Taylor ","Finance","Controller"," employee.2116@pnrao.com ","Female"," 2021-12-31 ","",""," PNR-2100 ","3","Active"
"PNR-2117","Olivia Williams","Logistics","Logistics Coordinator","employee.2117@pnrao.com","Male","2025-08-10","","78874","","3","Active"
"PNR-2118","","","","employee.2118@pnrao.com","Male","","  ","161923","","3",""
""," Aarav Wilson ","Finance","Controller","employee.2119@pnrao.com","Female","2019-03-21","","82818","PNR-1975","2","Active"
"PNR-2120","Rohan Taylor","Logistics","Logistics Coordinator","employee.2120@pnrao.com"," Non-binary ","2022-09-16","","77096","PNR-2139","3","Active"
" PNR-2121 ",""," Sales ","Regional Sales Manager","","Non-binary","2018-04-14","","151877","","4","Active"
"","Sarah Sharma","Production","Line Supervisor","employee.2122@pnrao.com","Male","2024-05-01","","78424"," PNR-1972 ","4"," Active "
" PNR-2123 ","Priya Singh","Logistics","","","Non-binary","2021-10-18"," 2022-09-13 ","60365","PNR-2692","4","Terminated"
"PNR-2124","Olivia Smith","IT Support","Help Desk Specialist","employee.2124@pnrao.com",""," 2021-06-16 ","","","#N/A","5","#N/A"
" PNR-2125 ","#N/A","Logistics","Warehouse Associate","employee.2125@pnrao.com","Female","2018-07-01","","69624","PNR-1092","4","Active"
"PNR-2126","Priya Singh","Marketing","#N/A","employee.2126@pnrao.com","Male","2024-08-18","  ","83435","","2","Active"
"PNR-2127","","Research & Development","Lab Technician","employee.2127@pnrao.com","Non-binary","","  ","73701","PNR-1821","5","Active"
"","Sarah Sharma","Finance","Financial Analyst","employee.2128@pnrao.com","Male","2018-03-23","  ","70515"," PNR-2730 ","5","Active"
"PNR-2129","Mary Brown","Research & Development","Research Lead","employee.2129@pnrao.com","Female","2022-06-14","","123946"," PNR-2315 ","3"," Active "
"PNR-2129","Mary Brown","Research & Development","Research Lead","employee.2129@pnrao.com","Female","2022-06-14","","123946","PNR-2315","3","Active"
"#N/A","Rohan Brown"," Finance "," Controller "," employee.2131@pnrao.com ","Non-binary","2022-08-15","","65908","PNR-1136","3","Active"
"PNR-2132","Olivia Taylor","Production","Operations Manager"," employee.2132@pnrao.com ","Non-binary","2022-03-25","","136200","","3","Active"
"PNR-2133","David Sharma","Production","Line Supervisor","employee.2133@pnrao.com","Non-binary","2018-03-02","","65124","PNR-2338","4","Active"
"PNR-2133","David Sharma","Production","Line Supervisor","employee.2133@pnrao.com","Non-binary","2018-03-02","","65124","PNR-2338","4","Active"
"PNR-2135","David Kumar","Human Resources","Recruiter"," employee.2135@pnrao.com ","Female","2024-08-22","","70233","PNR-1166","","Active"
"PNR-2135","David Kumar","Human Resources","Recruiter","employee.2135@pnrao.com","Female","2024-08-22","","70233","PNR-1166","3","Active"
"","#N/A","Human Resources","Recruiter","employee.2137@pnrao.com","Non-binary"," 2024-07-25 ","","74140","","3","Active"
" PNR-2138 "," Priya Kumar ","Finance","Controller","employee.2138@pnrao.com","Male","2020-06-22","","78211","#N/A","5",""
"PNR-2139"," Michael Kumar ","Quality Control","QC Manager","employee.2139@pnrao.com","","2019-05-01","","168955","  ","5","#N/A"
"PNR-2140","Chris Williams","Sales","","employee.2140@pnrao.com","Non-binary","2020-07-05","  ","171650","","4",""
"PNR-2140","Chris Williams","Sales","Regional Sales Manager","employee.2140@pnrao.com","Non-binary","2020-07-05","","171650","","4","Active"
"PNR-2142","","IT Support","IT Technician","employee.2142@pnrao.com","Non-binary","2018-05-20","","58658","#N/A","5","Active"
"PNR-2142","Rohan Taylor","IT Support","IT Technician","employee.2142@pnrao.com","Non-binary","2018-05-20","","58658","PNR-1769","5","Active"
"PNR-2144","","Production","","employee.2144@pnrao.com","Male","2019-10-06","","","PNR-2018","5","Active"
"PNR-2145","Rohan Jones"," Finance ","Controller","employee.2145@pnrao.com","","2025-06-01","2026-11-15","66679","PNR-2789","3","Terminated"
"PNR-2146","Sarah Taylor","Finance","","employee.2146@pnrao.com","Female","2024-02-24","","","PNR-1584","4","Active"
"PNR-2147",""," Quality Control ",""," employee.2147@pnrao.com ","Male","2023-12-04","","121835","","4","Active"
"PNR-2148","Olivia Sharma","Sales","Account Manager","employee.2148@pnrao.com","","2021-05-27","","127189","","2","Active"
"#N/A","Anika Sharma","Quality Control","QC Inspector","employee.2149@pnrao.com"," Male ","2021-06-06","","65749","","4","Active"
"PNR-2150","Anika Kumar","Marketing","Marketing Manager","employee.2150@pnrao.com","Male","2025-01-07","2026-01-02","143515","","3","Terminated"
